product_id,category,price,discount
P207945,Sports,150.59,0.15
P207948,Toys,32.16,0.0
P207951,Toys,166.69,0.05
P207954,Toys,638.9,0.2
P207956,Fashion,88.56,0.2
P207958,Electronics,1428.92,0.0
P207959,Home,188.56,0.0
P207961,Home,64.9,0.15
P207962,Electronics,116.28,0.05
P207965,Home,216.25,0.05
P207970,Electronics,73.02,0.3
P207973,Sports,42.24,0.05
P207974,Fashion,153.8,0.05
P207980,Sports,69.93,0.0
P207983,Grocery,85.88,0.05
P207986,Fashion,115.64,0.0
P207988,Sports,92.38,0.15
P207990,Fashion,35.74,0.0
P207992,Grocery,34.38,0.1
P207993,Beauty,41.66,0.0
P207996,Grocery,13.48,0.0
P207997,Electronics,93.29,0.05
P207998,Sports,39.86,0.0
P208000,Home,15.34,0.0
P208001,Sports,60.37,0.05
P208003,Home,58.45,0.0
P208004,Toys,21.05,0.0
P208009,Sports,11.97,0.0
P208010,Grocery,2.43,0.0
P208012,Grocery,2.0,0.05
P208013,Sports,269.62,0.05
P208014,Toys,21.69,0.05
P208016,Sports,11.4,0.1
P208017,Fashion,116.88,0.0
P208019,Grocery,5.26,0.0
P208025,Electronics,197.18,0.2
P208028,Grocery,8.01,0.0
P208030,Home,56.8,0.0
P208031,Grocery,2.08,0.0
P208032,Sports,200.43,0.0
P208033,Toys,53.3,0.05
P208038,Electronics,361.18,0.0
P208040,Fashion,51.92,0.0
P208043,Fashion,80.81,0.0
P208045,Beauty,19.05,0.0
P208047,Fashion,7.44,0.05
P208048,Home,189.01,0.05
P208050,Sports,38.59,0.0
P208052,Grocery,1182.36,0.0
P208054,Toys,20.37,0.0
P208056,Sports,165.75,0.15
P208057,Home,101.94,0.15
P208058,Toys,474.86,0.1
P208059,Toys,12.18,0.05
P208060,Toys,8.33,0.0
P208061,Fashion,227.27,0.2
P208064,Sports,68.82,0.0
P208065,Fashion,36.53,0.05
P208066,Electronics,115.47,0.15
P208067,Beauty,19.99,0.15
P208070,Toys,26.5,0.0
P208072,Grocery,414.33,0.15
P208079,Toys,140.38,0.1
P208084,Fashion,72.24,0.2
P208086,Fashion,408.34,0.05
P208087,Grocery,82.74,0.0
P208088,Home,23.32,0.05
P208090,Grocery,2.99,0.1
P208091,Grocery,16.78,0.05
P208094,Toys,9.23,0.05
P208095,Grocery,241.64,0.05
P208096,Electronics,368.17,0.05
P208097,Sports,829.32,0.1
P208099,Fashion,64.33,0.0
P208101,Electronics,113.72,0.0
P208102,Electronics,458.66,0.05
P208104,Sports,206.97,0.0
P208111,Beauty,9.59,0.0
P208112,Toys,8.8,0.05
P208113,Home,164.17,0.0
P208116,Home,48.12,0.2
P208118,Toys,2.01,0.05
P208119,Fashion,50.61,0.1
P208122,Sports,110.41,0.1
P208124,Sports,233.46,0.0
P208127,Toys,45.45,0.05
P208130,Sports,58.38,0.2
P208132,Sports,29.61,0.0
P208133,Beauty,25.52,0.0
P208136,Home,111.64,0.1
P208137,Electronics,102.1,0.1
P208139,Fashion,170.5,0.0
P208141,Home,28.96,0.05
P208142,Electronics,134.35,0.0
P208143,Sports,62.66,0.15
P208144,Home,249.0,0.05
P208146,Fashion,999.5,0.0
P208149,Toys,7.14,0.05
P208151,Fashion,580.88,0.15
P208152,Electronics,187.87,0.0
P208154,Fashion,35.65,0.0
P208157,Toys,295.73,0.3
P208162,Sports,94.38,0.0
P208163,Fashion,135.41,0.0
P208165,Home,457.15,0.05
P208166,Toys,2.69,0.0
P208168,Toys,9.04,0.0
P208170,Fashion,28.46,0.0
P208172,Beauty,13.68,0.15
P208173,Toys,37.76,0.0
P208174,Fashion,106.13,0.0
P208175,Home,117.68,0.1
P208179,Toys,24.85,0.05
P208182,Sports,103.69,0.0
P208184,Grocery,16.44,0.0
P208185,Fashion,140.24,0.15
P208186,Sports,88.28,0.0
P208187,Toys,81.2,0.1
P208190,Sports,737.39,0.1
P208192,Electronics,475.73,0.0
P208199,Home,46.69,0.1
P208200,Fashion,41.49,0.0
P208201,Home,374.34,0.0
P208203,Beauty,34.47,0.0
P208204,Electronics,317.92,0.0
P208205,Home,25.12,0.0
P208207,Sports,153.79,0.2
P208208,Sports,397.25,0.15
P208209,Toys,3.5,0.0
P208211,Fashion,91.64,0.0
P208212,Beauty,7.64,0.15
P208213,Sports,33.44,0.0
P208214,Sports,71.74,0.0
P208216,Home,194.5,0.05
P208220,Sports,74.99,0.05
P208221,Electronics,359.74,0.15
P208223,Sports,103.62,0.2
P208226,Fashion,19.39,0.3
P208232,Toys,19.37,0.0
P208233,Grocery,19.29,0.05
P208234,Toys,9.52,0.0
P208242,Electronics,1261.13,0.0
P208249,Fashion,84.44,0.0
P208250,Fashion,267.17,0.2
P208254,Electronics,614.15,0.0
P208255,Fashion,82.64,0.3
P208258,Sports,122.54,0.0
P208259,Fashion,36.56,0.0
P208261,Electronics,471.62,0.05
P208263,Toys,14.06,0.15
P208267,Grocery,165.3,0.2
P208268,Fashion,83.19,0.0
P208269,Beauty,12.97,0.0
P208272,Grocery,5.94,0.05
P208273,Grocery,29.62,0.0
P208275,Home,355.8,0.0
P208276,Sports,17.78,0.0
P208280,Home,55.79,0.0
P208281,Sports,89.83,0.05
P208282,Sports,137.87,0.0
P208283,Toys,30.03,0.15
P208288,Beauty,26.8,0.05
P208290,Beauty,4.15,0.15
P208292,Fashion,22.02,0.0
P208293,Grocery,52.38,0.1
P208294,Fashion,67.91,0.05
P208298,Sports,305.67,0.15
P208299,Beauty,10.58,0.0
P208300,Home,26.59,0.1
P208301,Fashion,20.63,0.15
P208303,Sports,23.74,0.0
P208307,Toys,98.52,0.0
P208308,Home,108.79,0.05
P208310,Sports,63.41,0.3
P208312,Toys,54.03,0.0
P208313,Home,124.84,0.0
P208314,Fashion,163.84,0.0
P208318,Grocery,26.13,0.1
P208319,Electronics,1088.7,0.05
P208320,Home,70.67,0.0
P208321,Home,28.0,0.05
P208323,Toys,15.79,0.1
P208324,Grocery,4.78,0.0
P208325,Grocery,3.22,0.1
P208327,Grocery,4.27,0.05
P208329,Electronics,542.2,0.0
P208330,Toys,42.19,0.05
P208331,Fashion,110.34,0.0
P208333,Fashion,67.88,0.0
P208336,Fashion,45.17,0.0
P208337,Home,283.74,0.05
P208338,Sports,139.25,0.1
P208340,Beauty,9.33,0.0
P208342,Sports,18.6,0.05
P208346,Electronics,746.5,0.15
P208349,Beauty,54.19,0.0
P208351,Toys,56.58,0.05
P208352,Electronics,132.68,0.05
P208353,Beauty,20.58,0.0
P208354,Toys,820.37,0.2
P208356,Fashion,13.21,0.0
P208359,Sports,489.93,0.05
P208360,Grocery,16.77,0.1
P208362,Electronics,599.77,0.15
P208366,Toys,315.1,0.05
P208368,Grocery,15.25,0.0
P208369,Toys,44.63,0.05
P208371,Fashion,12.89,0.05
P208373,Home,31.13,0.0
P208374,Home,131.35,0.0
P208376,Beauty,3.32,0.1
P208377,Beauty,11.5,0.1
P208379,Toys,16.86,0.0
P208380,Sports,175.75,0.15
P208381,Fashion,20.25,0.0
P208384,Toys,10.21,0.0
P208387,Grocery,12.71,0.05
P208389,Home,452.88,0.05
P208390,Beauty,21.19,0.05
P208391,Toys,42.6,0.0
P208396,Electronics,428.86,0.05
P208397,Sports,36.5,0.0
P208401,Home,13.94,0.0
P208403,Fashion,27.11,0.15
P208406,Home,287.39,0.05
P208407,Beauty,9.6,0.1
P208408,Toys,188.61,0.0
P208412,Home,310.66,0.3
P208418,Grocery,27.78,0.15
P208421,Fashion,25.38,0.15
P208422,Electronics,73.97,0.05
P208424,Fashion,16.93,0.0
P208427,Sports,23.62,0.0
P208429,Toys,34.47,0.0
P208431,Sports,256.25,0.05
P208432,Toys,36.57,0.05
P208433,Sports,18.78,0.0
P208434,Electronics,1617.95,0.3
P208438,Toys,37.15,0.1
P208439,Toys,15.89,0.05
P208442,Fashion,46.64,0.0
P208446,Electronics,906.18,0.05
P208447,Toys,48.59,0.1
P208448,Sports,69.16,0.0
P208450,Toys,41.08,0.1
P208451,Sports,75.27,0.0
P208455,Fashion,103.74,0.15
P208457,Sports,79.64,0.15
P208459,Sports,107.06,0.0
P208461,Electronics,78.52,0.1
P208462,Sports,93.39,0.15
P208463,Beauty,31.17,0.0
P208467,Electronics,264.39,0.0
P208470,Home,180.79,0.0
P208471,Grocery,141.07,0.1
P208474,Grocery,11.45,0.0
P208475,Toys,75.79,0.0
P208476,Home,412.0,0.15
P208479,Home,177.66,0.2
P208481,Home,36.32,0.15
P208482,Fashion,67.11,0.0
P208483,Home,148.14,0.3
P208484,Grocery,80.53,0.0
P208487,Electronics,84.5,0.0
P208488,Home,112.38,0.0
P208491,Toys,7.79,0.05
P208493,Home,57.43,0.05
P208495,Fashion,477.26,0.15
P208497,Beauty,15.16,0.05
P208498,Toys,1166.97,0.15
P208499,Toys,74.47,0.05
P208502,Home,18.35,0.0
P208505,Sports,133.11,0.05
P208507,Fashion,247.13,0.2
P208508,Electronics,450.17,0.0
P208509,Toys,79.09,0.2
P208510,Fashion,11.31,0.05
P208511,Sports,34.88,0.1
P208512,Electronics,495.26,0.0
P208513,Sports,148.11,0.1
P208515,Grocery,17.22,0.15
P208516,Fashion,44.03,0.0
P208524,Grocery,98.74,0.1
P208526,Sports,124.05,0.15
P208527,Sports,55.83,0.15
P208528,Fashion,96.6,0.0
P208532,Fashion,11.55,0.0
P208534,Home,306.81,0.0
P208537,Grocery,1.54,0.05
P208540,Home,100.86,0.1
P208541,Grocery,2.27,0.0
P208542,Sports,161.93,0.1
P208544,Fashion,64.95,0.05
P208545,Grocery,275.01,0.2
P208549,Fashion,15.63,0.05
P208551,Beauty,28.12,0.0
P208552,Toys,39.03,0.1
P208553,Beauty,49.21,0.1
P208554,Electronics,1407.21,0.2
P208555,Sports,117.52,0.05
P208556,Sports,48.41,0.0
P208559,Fashion,46.91,0.0
P208560,Fashion,36.63,0.05
P208565,Sports,99.06,0.0
P208567,Fashion,205.63,0.0
P208568,Electronics,473.37,0.0
P208570,Grocery,21.84,0.0
P208571,Sports,167.48,0.05
P208572,Toys,188.62,0.0
P208573,Fashion,62.81,0.1
P208574,Fashion,12.0,0.1
P208575,Grocery,34.35,0.1
P208578,Electronics,81.89,0.0
P208580,Grocery,1.17,0.05
P208583,Sports,61.49,0.3
P208592,Fashion,39.59,0.0
P208594,Electronics,802.0,0.15
P208595,Toys,168.12,0.0
P208599,Home,120.44,0.0
P208601,Home,223.15,0.15
P208602,Sports,37.47,0.2
P208604,Beauty,38.74,0.0
P208606,Beauty,32.54,0.0
P208608,Home,76.23,0.0
P208611,Grocery,3.91,0.0
P208612,Toys,120.79,0.05
P208616,Home,346.88,0.3
P208622,Sports,99.47,0.1
P208624,Home,31.35,0.0
P208627,Fashion,112.08,0.3
P208628,Toys,40.58,0.15
P208629,Sports,59.71,0.05
P208632,Beauty,7.49,0.05
P208634,Toys,60.46,0.3
P208635,Fashion,45.02,0.1
P208637,Beauty,19.8,0.0
P208638,Fashion,63.22,0.05
P208642,Fashion,47.86,0.0
P208647,Fashion,132.37,0.0
P208649,Beauty,15.86,0.15
P208650,Sports,141.02,0.1
P208651,Toys,28.33,0.05
P208652,Home,104.78,0.2
P208653,Home,181.14,0.0
P208655,Electronics,745.03,0.2
P208656,Grocery,28.74,0.05
P208659,Fashion,7.41,0.0
P208661,Beauty,4.4,0.0
P208664,Toys,42.47,0.15
P208666,Home,83.62,0.0
P208669,Toys,21.59,0.0
P208670,Toys,25.33,0.1
P208672,Beauty,27.34,0.0
P208673,Home,11.35,0.0
P208674,Home,50.38,0.05
P208675,Beauty,52.32,0.0
P208678,Grocery,11.43,0.0
P208679,Home,94.28,0.1
P208681,Electronics,138.15,0.15
P208684,Beauty,15.0,0.0
P208685,Grocery,39.13,0.15
P208686,Sports,54.51,0.0
P208687,Fashion,221.12,0.0
P208689,Electronics,63.67,0.0
P208691,Toys,460.5,0.05
P208692,Home,91.23,0.0
P208693,Electronics,74.13,0.0
P208694,Sports,30.43,0.05
P208695,Electronics,1556.79,0.0
P208696,Grocery,841.9,0.05
P208697,Sports,79.09,0.0
P208699,Beauty,19.07,0.05
P208704,Grocery,75.9,0.15
P208705,Fashion,65.91,0.1
P208706,Home,188.54,0.2
P208707,Home,146.87,0.05
P208714,Home,151.39,0.1
P208715,Grocery,26.8,0.15
P208718,Fashion,32.35,0.15
P208719,Electronics,55.56,0.2
P208722,Home,68.67,0.05
P208723,Fashion,15.86,0.0
P208727,Electronics,99.72,0.05
P208729,Electronics,402.04,0.0
P208730,Grocery,8.51,0.2
P208732,Sports,25.56,0.2
P208734,Grocery,13.6,0.0
P208735,Electronics,77.24,0.0
P208738,Sports,135.39,0.15
P208739,Home,29.47,0.2
P208741,Fashion,87.29,0.15
P208743,Fashion,11.04,0.05
P208747,Electronics,125.44,0.0
P208749,Electronics,200.97,0.05
P208752,Toys,2.08,0.15
P208756,Home,295.86,0.2
P208757,Home,56.21,0.0
P208759,Toys,85.29,0.05
P208762,Home,114.9,0.05
P208763,Grocery,17.88,0.0
P208765,Toys,2.07,0.0
P208769,Electronics,224.68,0.0
P208770,Home,115.72,0.05
P208773,Beauty,6.52,0.05
P208775,Home,46.36,0.0
P208778,Sports,44.21,0.0
P208779,Electronics,87.02,0.0
P208785,Home,180.12,0.3
P208787,Toys,369.39,0.0
P208791,Electronics,413.13,0.2
P208793,Toys,56.38,0.2
P208794,Sports,30.35,0.15
P208796,Home,127.11,0.1
P208800,Sports,54.92,0.0
P208801,Electronics,481.79,0.15
P208802,Grocery,11.45,0.0
P208803,Home,63.16,0.0
P208805,Toys,12.99,0.0
P208806,Electronics,227.37,0.0
P208807,Fashion,35.35,0.0
P208809,Grocery,766.66,0.05
P208810,Beauty,57.49,0.0
P208812,Grocery,8.11,0.0
P208813,Sports,90.87,0.0
P208814,Toys,2.26,0.05
P208819,Fashion,112.17,0.0
P208820,Fashion,5.66,0.1
P208823,Fashion,109.2,0.0
P208825,Grocery,2.87,0.0
P208828,Grocery,4.68,0.0
P208830,Toys,5.81,0.0
P208833,Home,37.89,0.0
P208835,Beauty,12.32,0.0
P208837,Sports,83.25,0.0
P208838,Home,964.4,0.0
P208839,Beauty,33.69,0.0
P208840,Fashion,66.15,0.3
P208843,Home,41.0,0.2
P208845,Home,118.11,0.0
P208846,Fashion,62.01,0.15
P208847,Sports,88.3,0.0
P208849,Toys,5.01,0.0
P208851,Toys,9.48,0.0
P208853,Toys,19.65,0.05
P208855,Electronics,185.99,0.2
P208856,Home,58.86,0.0
P208858,Beauty,23.82,0.15
P208860,Toys,49.54,0.0
P208861,Home,12.05,0.05
P208862,Toys,833.83,0.15
P208866,Home,37.49,0.0
P208867,Toys,11.23,0.05
P208868,Sports,34.04,0.1
P208869,Fashion,147.87,0.1
P208871,Fashion,20.72,0.1
P208872,Home,260.5,0.0
P208876,Fashion,65.64,0.05
P208877,Fashion,7.61,0.0
P208878,Sports,47.16,0.05
P208882,Home,502.84,0.05
P208884,Grocery,21.45,0.1
P208885,Sports,138.89,0.0
P208887,Fashion,33.1,0.0
P208888,Home,248.37,0.0
P208890,Fashion,93.68,0.0
P208892,Beauty,11.15,0.0
P208894,Toys,505.27,0.05
P208895,Grocery,3.69,0.0
P208896,Grocery,163.91,0.0
P208897,Grocery,5.66,0.05
P208899,Electronics,279.84,0.1
P208900,Beauty,21.59,0.0
P208903,Beauty,19.64,0.1
P208904,Grocery,6.31,0.0
P208905,Electronics,97.46,0.05
P208906,Home,10.87,0.0
P208911,Fashion,93.02,0.15
P208916,Beauty,24.1,0.0
P208918,Toys,579.1,0.0
P208920,Sports,10.38,0.0
P208921,Toys,62.87,0.15
P208922,Beauty,21.2,0.0
P208924,Electronics,461.64,0.1
P208928,Beauty,33.63,0.15
P208933,Sports,56.2,0.0
P208937,Fashion,26.45,0.0
P208940,Electronics,63.28,0.1
P208942,Fashion,83.67,0.0
P208944,Toys,4.05,0.2
P208946,Sports,79.73,0.0
P208947,Grocery,29.42,0.05
P208948,Grocery,48.9,0.15
P208951,Fashion,16.63,0.05
P208955,Grocery,95.95,0.0
P208957,Home,356.57,0.2
P208960,Electronics,232.24,0.0
P208963,Sports,37.2,0.05
P208965,Home,780.89,0.05
P208968,Home,81.85,0.05
P208969,Beauty,14.66,0.0
P208973,Fashion,11.12,0.0
P208975,Sports,46.01,0.1
P208976,Beauty,28.25,0.0
P208977,Sports,33.56,0.0
P208978,Fashion,13.21,0.0
P208980,Beauty,26.64,0.0
P208981,Toys,16.11,0.15
P208982,Electronics,51.89,0.0
P208983,Fashion,10.92,0.0
P208984,Beauty,11.09,0.0
P208985,Fashion,649.99,0.0
P208986,Toys,105.04,0.05
P208989,Toys,4.16,0.0
P208990,Toys,3.18,0.05
P208992,Fashion,41.2,0.1
P208995,Fashion,51.61,0.3
P208996,Fashion,37.42,0.05
P208998,Fashion,111.19,0.2
P209000,Toys,15.6,0.15
P209003,Sports,511.21,0.05
P209005,Electronics,803.23,0.05
P209006,Electronics,157.26,0.0
P209007,Sports,33.7,0.0
P209009,Beauty,43.72,0.0
P209010,Home,248.05,0.0
P209012,Toys,134.84,0.0
P209013,Sports,10.37,0.05
P209014,Beauty,7.66,0.0
P209015,Electronics,110.89,0.2
P209018,Sports,150.94,0.3
P209021,Grocery,23.01,0.0
P209027,Fashion,8.16,0.1
P209028,Home,34.8,0.05
P209029,Home,91.29,0.15
P209033,Fashion,530.79,0.2
P209034,Sports,22.8,0.0
P209036,Grocery,10.6,0.1
P209037,Beauty,13.71,0.0
P209041,Home,94.6,0.1
P209042,Fashion,145.98,0.2
P209044,Sports,40.53,0.15
P209045,Fashion,117.15,0.1
P209046,Toys,454.31,0.05
P209048,Sports,91.65,0.0
P209049,Grocery,3.35,0.05
P209052,Grocery,19.8,0.1
P209056,Toys,7.87,0.15
P209063,Grocery,20.43,0.0
P209064,Fashion,112.99,0.0
P209065,Electronics,114.05,0.05
P209068,Home,748.72,0.15
P209070,Fashion,22.46,0.15
P209071,Home,24.82,0.0
P209072,Grocery,43.38,0.0
P209074,Sports,169.41,0.1
P209077,Home,110.03,0.05
P209078,Electronics,154.95,0.0
P209079,Sports,214.65,0.2
P209080,Toys,5.52,0.0
P209081,Toys,27.71,0.05
P209085,Toys,202.26,0.0
P209089,Grocery,80.97,0.0
P209091,Home,257.13,0.0
P209092,Fashion,67.71,0.05
P209094,Grocery,19.72,0.05
P209096,Sports,342.22,0.3
P209097,Home,324.52,0.0
P209098,Sports,141.84,0.15
P209103,Fashion,39.71,0.05
P209107,Toys,49.79,0.0
P209108,Home,1115.46,0.3
P209109,Grocery,3.67,0.0
P209110,Sports,94.48,0.2
P209112,Toys,32.02,0.05
P209115,Toys,41.87,0.1
P209116,Fashion,45.34,0.0
P209119,Electronics,212.85,0.0
P209121,Toys,59.23,0.2
P209122,Beauty,66.47,0.0
P209123,Toys,98.55,0.0
P209124,Electronics,93.22,0.0
P209127,Home,616.32,0.05
P209131,Sports,220.8,0.2
P209132,Electronics,82.73,0.05
P209136,Fashion,77.98,0.0
P209137,Grocery,87.86,0.0
P209138,Beauty,20.57,0.15
P209139,Grocery,557.42,0.0
P209142,Beauty,61.43,0.0
P209143,Fashion,14.01,0.0
P209144,Fashion,13.95,0.05
P209145,Fashion,702.25,0.05
P209147,Sports,81.03,0.0
P209151,Home,63.17,0.0
P209152,Fashion,37.91,0.0
P209153,Grocery,3.59,0.0
P209154,Toys,46.25,0.0
P209156,Toys,63.43,0.05
P209157,Fashion,22.03,0.05
P209159,Electronics,176.41,0.05
P209160,Sports,29.78,0.0
P209161,Fashion,80.89,0.0
P209164,Home,18.57,0.05
P209166,Home,339.3,0.05
P209167,Beauty,40.43,0.0
P209168,Sports,217.47,0.1
P209170,Toys,31.19,0.0
P209173,Beauty,8.29,0.2
P209176,Toys,92.22,0.05
P209177,Sports,55.16,0.0
P209179,Home,32.27,0.15
P209180,Electronics,343.23,0.2
P209182,Beauty,18.83,0.3
P209185,Sports,398.45,0.15
P209186,Home,318.61,0.0
P209188,Sports,63.43,0.0
P209190,Toys,34.17,0.05
P209192,Toys,121.75,0.0
P209193,Home,29.49,0.1
P209198,Toys,101.1,0.1
P209200,Beauty,23.46,0.0
P209201,Fashion,135.27,0.0
P209210,Beauty,12.97,0.0
P209211,Electronics,73.37,0.0
P209212,Home,54.92,0.15
P209215,Toys,173.63,0.15
P209218,Toys,16.18,0.1
P209219,Toys,43.14,0.0
P209220,Toys,36.89,0.1
P209221,Beauty,16.85,0.0
P209223,Fashion,11.46,0.0
P209224,Home,294.97,0.05
P209225,Sports,23.93,0.1
P209226,Home,179.96,0.0
P209227,Beauty,6.21,0.0
P209229,Beauty,11.34,0.0
P209231,Beauty,37.73,0.0
P209233,Home,36.32,0.05
P209235,Fashion,32.36,0.0
P209236,Electronics,519.0,0.0
P209238,Home,118.58,0.2
P209240,Sports,136.42,0.2
P209241,Fashion,165.98,0.0
P209243,Toys,10.22,0.0
P209245,Toys,21.75,0.1
P209247,Electronics,62.01,0.0
P209250,Home,55.45,0.0
P209251,Home,625.02,0.05
P209252,Sports,535.37,0.05
P209253,Home,221.3,0.1
P209256,Fashion,22.92,0.0
P209260,Electronics,272.14,0.0
P209269,Toys,54.39,0.1
P209270,Sports,28.22,0.1
P209271,Grocery,3.48,0.05
P209275,Grocery,8.04,0.0
P209280,Beauty,36.19,0.0
P209285,Sports,332.59,0.0
P209286,Electronics,89.28,0.05
P209290,Sports,291.67,0.15
P209291,Fashion,19.1,0.0
P209294,Grocery,2.51,0.1
P209295,Home,207.6,0.2
P209299,Fashion,75.39,0.05
P209300,Toys,256.47,0.1
P209302,Sports,60.37,0.15
P209303,Fashion,72.12,0.0
P209304,Toys,34.29,0.05
P209305,Electronics,105.33,0.05
P209306,Electronics,285.6,0.0
P209307,Beauty,67.57,0.0
P209310,Electronics,242.01,0.0
P209312,Electronics,57.24,0.05
P209316,Fashion,39.73,0.05
P209319,Toys,232.13,0.1
P209322,Grocery,981.93,0.3
P209323,Toys,2.44,0.2
P209324,Sports,105.85,0.2
P209325,Fashion,15.8,0.1
P209326,Electronics,183.74,0.0
P209328,Grocery,7.8,0.1
P209332,Home,72.63,0.2
P209333,Grocery,43.78,0.15
P209334,Grocery,208.65,0.0
P209336,Electronics,197.0,0.0
P209337,Toys,7.33,0.0
P209339,Electronics,474.2,0.05
P209341,Toys,5.76,0.0
P209345,Home,147.75,0.0
P209347,Sports,333.37,0.0
P209348,Fashion,23.7,0.1
P209350,Toys,12.73,0.15
P209353,Fashion,40.49,0.0
P209355,Sports,162.39,0.15
P209356,Fashion,86.66,0.1
P209357,Grocery,15.2,0.05
P209358,Electronics,479.91,0.0
P209361,Electronics,481.04,0.0
P209362,Toys,33.02,0.3
P209363,Toys,75.64,0.15
P209365,Sports,88.86,0.0
P209366,Electronics,211.57,0.2
P209369,Grocery,47.05,0.15
P209370,Toys,16.69,0.15
P209371,Toys,35.67,0.0
P209373,Grocery,24.64,0.0
P209374,Home,15.5,0.2
P209376,Home,195.57,0.05
P209379,Electronics,65.36,0.0
P209380,Beauty,17.28,0.0
P209382,Sports,313.1,0.0
P209383,Home,414.57,0.15
P209386,Beauty,70.76,0.2
P209387,Electronics,846.99,0.0
P209390,Sports,155.96,0.05
P209392,Grocery,3.52,0.15
P209395,Home,160.63,0.0
P209397,Toys,18.65,0.05
P209398,Grocery,62.17,0.0
P209400,Beauty,4.0,0.0
P209401,Home,321.1,0.0
P209404,Toys,3.9,0.1
P209407,Electronics,360.14,0.0
P209408,Fashion,13.43,0.0
P209409,Grocery,2.77,0.05
P209413,Sports,451.69,0.15
P209414,Grocery,80.55,0.0
P209415,Grocery,14.33,0.1
P209418,Sports,31.3,0.1
P209419,Grocery,13.21,0.0
P209422,Sports,337.46,0.0
P209426,Grocery,7.33,0.0
P209427,Grocery,15.97,0.0
P209429,Electronics,201.23,0.0
P209431,Fashion,48.48,0.0
P209433,Toys,39.68,0.1
P209435,Toys,403.65,0.0
P209437,Beauty,53.92,0.0
P209438,Grocery,15.76,0.0
P209439,Electronics,517.36,0.05
P209440,Toys,13.17,0.1
P209441,Sports,261.91,0.0
P209442,Home,144.54,0.0
P209443,Grocery,275.49,0.1
P209448,Grocery,114.57,0.1
P209449,Toys,5.26,0.05
P209453,Fashion,45.85,0.05
P209456,Toys,6.73,0.0
P209457,Electronics,68.35,0.1
P209464,Toys,28.96,0.0
P209476,Toys,77.76,0.2
P209477,Fashion,252.32,0.0
P209479,Fashion,5.33,0.15
P209485,Toys,12.82,0.1
P209486,Sports,23.41,0.15
P209487,Grocery,1.44,0.05
P209491,Sports,90.13,0.0
P209498,Toys,2.68,0.15
P209500,Electronics,69.01,0.1
P209502,Home,27.44,0.1
P209504,Home,116.0,0.1
P209507,Home,788.23,0.1
P209509,Sports,93.94,0.05
P209512,Sports,292.21,0.2
P209513,Fashion,39.18,0.05
P209514,Home,45.88,0.1
P209515,Sports,164.18,0.05
P209519,Fashion,52.78,0.0
P209521,Sports,299.38,0.15
P209522,Home,357.2,0.3
P209524,Toys,21.46,0.0
P209525,Toys,14.44,0.0
P209527,Home,121.47,0.0
P209528,Grocery,8.48,0.15
P209529,Home,30.64,0.0
P209530,Home,68.57,0.0
P209531,Toys,29.61,0.0
P209532,Grocery,56.72,0.1
P209533,Home,88.53,0.2
P209534,Toys,35.3,0.05
P209535,Electronics,368.5,0.0
P209537,Sports,42.92,0.15
P209539,Toys,28.48,0.05
P209540,Grocery,26.74,0.05
P209542,Toys,27.45,0.0
P209545,Home,35.67,0.05
P209547,Electronics,210.67,0.0
P209549,Beauty,11.89,0.15
P209550,Home,64.46,0.0
P209551,Fashion,39.59,0.0
P209552,Home,124.9,0.0
P209554,Grocery,35.62,0.0
P209559,Toys,5.31,0.1
P209564,Beauty,14.48,0.2
P209565,Sports,322.46,0.0
P209567,Electronics,381.6,0.0
P209568,Fashion,70.47,0.15
P209570,Electronics,465.01,0.15
P209571,Toys,4.92,0.0
P209572,Fashion,32.65,0.0
P209574,Electronics,165.09,0.05
P209575,Toys,94.13,0.15
P209577,Toys,18.63,0.15
P209578,Grocery,559.16,0.0
P209583,Beauty,4.55,0.0
P209584,Home,121.67,0.05
P209585,Grocery,27.33,0.2
P209586,Electronics,103.53,0.0
P209588,Toys,2.67,0.0
P209589,Toys,49.3,0.0
P209591,Sports,126.47,0.0
P209593,Electronics,52.95,0.0
P209595,Sports,380.99,0.05
P209599,Electronics,92.44,0.2
P209603,Fashion,199.48,0.05
P209604,Home,222.26,0.0
P209605,Toys,79.46,0.05
P209607,Electronics,194.49,0.0
P209609,Toys,579.2,0.15
P209610,Sports,461.03,0.1
P209612,Electronics,446.08,0.05
P209614,Electronics,100.1,0.2
P209616,Fashion,41.74,0.05
P209617,Toys,55.47,0.1
P209622,Sports,190.02,0.0
P209623,Beauty,4.84,0.0
P209625,Grocery,48.9,0.0
P209627,Fashion,9.63,0.0
P209629,Electronics,75.08,0.0
P209635,Beauty,4.04,0.15
P209637,Toys,42.21,0.1
P209640,Fashion,60.68,0.2
P209641,Sports,14.73,0.0
P209642,Fashion,41.28,0.1
P209643,Toys,22.27,0.1
P209644,Sports,175.43,0.05
P209646,Home,354.11,0.0
P209650,Toys,5.89,0.2
P209653,Sports,121.09,0.0
P209655,Fashion,17.73,0.2
P209657,Fashion,222.29,0.05
P209658,Home,75.07,0.05
P209659,Beauty,31.47,0.1
P209663,Grocery,12.25,0.0
P209664,Fashion,32.22,0.0
P209673,Home,239.3,0.2
P209674,Beauty,34.26,0.0
P209676,Electronics,298.31,0.0
P209677,Toys,18.45,0.0
P209681,Home,132.68,0.0
P209688,Grocery,8.57,0.1
P209689,Toys,27.01,0.1
P209690,Sports,136.52,0.05
P209693,Electronics,1374.02,0.0
P209695,Home,151.14,0.05
