order_id,customer_id,product_id,order_date,delivered_date,quantity,payment_method,region,total_amount,shipping_cost,profit_margin
O108846,C14818,P220288,024-7/-28,24-/2-1/,1,Wallet,Central,36.58,5.58,10.88
O108847,C17192,P222380,025-2/-21,025-2/-25,1,UPI,West,148.67,7.87,9.97
O108848,C14623,P245869,024-6/-18,024-6/-21,1,Credit Card,North,332.72,7.42,32.51
O108849,C17349,P249729,024-7/-23,024-7/-28,2,Credit Card,East,1779.67,13.7,199.86
O108850,C15618,P220303,024-6/-16,024-6/-21,3,PayPal,Central,281.69,10.11,68.76
O108851,C12888,P243972,024-4/-10,024-4/-18,1,UPI,East,77.78,6.4,2.93
O108852,C11664,P207317,2024-10-24,2024-10-29,1,Credit Card,South,785.0,9.98,84.22
O108853,C17209,P203264,024-6/-25,024-6/-29,2,Credit Card,West,86.83,6.24,24.15
O108854,C13986,P218315,024-5/-26,24-/2-4/,1,COD,East,66.59,6.62,1.37
O108855,C14576,P237010,2023-12-13,2023-12-19,1,Debit Card,East,4.69,2.14,-0.5
O108856,C12977,P212693,2023-10-20,2023-10-25,3,Credit Card,West,31.26,4.89,9.18
O108857,C11871,P216566,025-5/-20,025-5/-24,3,PayPal,South,18.42,3.76,4.53
O108858,C17915,P224811,2024-11-20,2024-11-25,1,Credit Card,South,14.04,4.36,-3.24
O108859,C17015,P233405,2024-10-13,2024-10-16,1,Debit Card,Central,345.14,8.22,33.2
O108860,C11462,P219856,24-/2-3/,24-/2-7/,2,Credit Card,South,76.3,5.72,24.8
O108861,C15521,P249676,024-5/-11,024-5/-16,1,UPI,North,104.83,6.83,22.52
O108862,C17713,P227366,024-3/-12,024-3/-17,1,Credit Card,West,43.59,5.4,6.81
O108863,C10344,P246970,025-8/-25,025-8/-29,2,Credit Card,North,12.82,5.29,-0.8
O108864,C10044,P235138,2024-12-22,2024-12-26,2,UPI,Central,106.86,7.41,5.41
O108865,C17813,P242244,023-1/-3/,023-1/-7/,1,Debit Card,West,352.43,9.3,89.38
O108866,C12068,P242683,2024-12-30,25-/2-2/,1,COD,North,5.07,2.62,-0.59
O108867,C15753,P210638,024-2/-18,024-2/-24,1,Credit Card,West,14.82,4.01,1.92
O108868,C17237,P220816,25-/2-9/,025-9/-15,1,Credit Card,South,20.76,3.48,-1.82
O108869,C15983,P220598,24-/2-1/,24-/2-6/,1,Credit Card,East,51.22,4.33,16.16
O108870,C17016,P242541,024-9/-20,024-9/-25,3,Wallet,South,21.73,5.23,4.55
O108871,C16191,P210652,024-7/-16,024-7/-23,1,Debit Card,East,38.03,4.78,5.87
O108872,C11514,P216963,24-/2-9/,024-5/-13,3,PayPal,West,12.39,3.56,1.4
O108873,C12598,P248511,024-3/-23,024-3/-26,1,Credit Card,North,27.02,5.46,2.65
O108874,C16430,P232223,024-7/-31,24-/2-5/,2,Debit Card,West,420.31,10.77,39.67
O108875,C11001,P231024,025-6/-21,025-6/-27,1,Wallet,East,103.88,7.96,23.2
O108876,C11033,P203941,2024-12-17,2024-12-21,2,Debit Card,West,342.6,7.72,88.21
O108877,C16685,P208387,2024-12-10,2024-12-16,1,PayPal,West,12.07,4.24,1.19
O108878,C12040,P208524,025-3/-20,025-3/-24,1,COD,South,13.87,4.25,-3.14
O108879,C16899,P235859,025-3/-26,025-3/-31,4,Debit Card,South,40.92,3.69,8.59
O108880,C10273,P237486,024-1/-16,024-1/-19,2,Debit Card,North,59.72,6.21,-1.43
O108881,C15051,P241617,24-/2-4/,24-/2-7/,1,PayPal,North,39.99,4.36,11.64
O108882,C12647,P225279,24-/2-8/,024-1/-13,1,Debit Card,North,305.27,8.47,28.16
O108883,C11779,P226025,025-8/-20,025-8/-26,1,Credit Card,West,133.61,6.47,9.56
O108884,C14476,P217636,024-6/-14,024-6/-19,1,Debit Card,Central,409.58,10.31,104.37
O108885,C15448,P241483,025-6/-18,025-6/-21,1,Debit Card,North,32.99,6.33,6.87
O108886,C10478,P243224,2023-12-14,2023-12-18,1,Debit Card,West,4.67,4.19,-2.56
O108887,C16158,P213277,25-/2-7/,025-9/-12,3,Credit Card,South,217.08,9.38,55.74
O108888,C10515,P248718,024-3/-21,024-3/-25,4,Debit Card,West,82.21,6.27,16.75
O108889,C14286,P235190,2023-10-24,2023-10-27,1,Credit Card,Central,19.16,3.12,2.63
O108890,C11191,P240995,025-2/-18,025-2/-21,3,UPI,North,151.29,4.93,13.22
O108891,C17688,P241735,025-6/-23,025-6/-30,1,Debit Card,East,62.22,4.92,16.86
O108892,C12668,P249179,025-4/-25,25-/2-2/,1,Credit Card,South,19.31,5.4,1.36
O108893,C15256,P207539,25-/2-2/,25-/2-7/,2,UPI,South,23.82,6.42,4.3
O108894,C16297,P232853,025-2/-23,025-2/-28,2,UPI,West,14.0,3.92,0.98
O108895,C11411,P226811,023-2/-9/,2023-12-13,1,Credit Card,Central,2.16,0.0,0.86
O108896,C13280,P226928,25-/2-2/,25-/2-6/,2,Debit Card,South,148.27,7.98,43.91
O108897,C10271,P206909,25-/2-1/,25-/2-6/,2,PayPal,East,221.33,7.18,59.22
O108898,C10142,P228069,024-2/-14,024-2/-20,1,PayPal,East,7.34,1.81,-1.22
O108899,C17778,P246084,024-1/-1/,024-1/-5/,1,Wallet,North,4.3,3.94,-2.0
O108900,C16008,P237421,25-/2-5/,025-2/-12,2,Debit Card,West,141.34,6.92,42.55
O108901,C17987,P208033,24-/2-4/,24-/2-9/,1,Credit Card,Central,50.64,6.3,13.96
O108902,C15188,P210748,025-4/-19,025-4/-23,1,Debit Card,South,293.61,8.37,26.86
O108903,C16390,P246693,25-/2-6/,025-8/-10,1,COD,North,12.36,3.37,0.96
O108904,C13332,P205066,24-/2-3/,24-/2-6/,4,PayPal,Central,596.72,9.5,157.58
O108905,C10787,P245272,024-9/-21,024-9/-27,2,Credit Card,South,17.3,4.49,1.56
O108906,C16222,P248664,2024-11-14,2024-11-18,1,Credit Card,South,5.2,2.17,0.17
O108907,C11681,P249408,024-9/-27,024-0/-1/,2,Wallet,West,35.32,6.0,9.89
O108908,C10622,P211998,25-/2-6/,025-7/-10,1,Credit Card,Central,47.71,5.55,7.81
O108909,C13841,P213764,2023-10-30,023-1/-3/,4,Credit Card,Central,516.42,8.41,172.34
O108910,C13676,P234215,024-7/-25,024-7/-31,2,Debit Card,West,387.4,9.04,99.43
O108911,C12572,P245379,024-1/-10,024-1/-13,2,Credit Card,Central,41.86,5.62,9.03
O108912,C16915,P215858,023-9/-20,023-9/-24,1,Credit Card,West,168.16,9.8,49.06
O108913,C15033,P238468,025-8/-16,025-8/-19,1,Debit Card,Central,22.7,3.34,4.6
O108914,C17788,P236111,024-2/-9/,2024-12-13,2,Credit Card,West,47.16,6.45,14.77
O108915,C17497,P217077,25-/2-9/,025-2/-13,1,COD,Central,87.05,7.65,18.46
O108916,C13260,P210257,24-/2-5/,024-7/-10,3,Debit Card,West,169.68,6.64,52.75
O108917,C15214,P247210,2024-12-12,2024-12-15,1,UPI,North,3.74,2.26,-1.96
O108918,C14712,P244560,025-2/-24,25-/2-1/,1,Debit Card,South,130.46,7.1,38.56
O108919,C15127,P245180,2023-10-14,2023-10-18,1,Credit Card,North,32.3,4.73,4.96
O108920,C10066,P203665,024-5/-29,24-/2-2/,3,Wallet,Central,1215.81,9.66,136.24
O108921,C17663,P235442,025-1/-12,025-1/-18,1,UPI,East,152.72,8.13,37.69
O108922,C14286,P243358,024-0/-7/,2024-10-14,1,COD,East,290.84,9.36,72.08
O108923,C17533,P216734,2023-10-15,2023-10-20,1,PayPal,Central,17.96,5.63,2.45
O108924,C16911,P208840,024-3/-27,024-3/-30,3,COD,Central,138.92,6.18,42.44
O108925,C14616,P212062,025-8/-23,025-8/-28,5,COD,South,87.0,5.59,18.77
O108926,C15085,P207044,024-8/-28,24-/2-3/,1,Credit Card,South,31.6,6.23,6.41
O108927,C11140,P202063,24-/2-6/,024-3/-12,1,Debit Card,East,29.71,5.35,6.53
O108928,C12314,P222313,025-1/-14,025-1/-18,4,Credit Card,Central,123.96,8.81,34.58
O108929,C15730,P227087,025-5/-19,025-5/-22,1,Wallet,North,23.49,4.83,3.39
O108930,C12532,P245779,023-2/-6/,2023-12-10,1,UPI,Central,195.2,7.3,16.12
O108931,C13580,P240181,025-7/-21,025-7/-25,1,UPI,Central,68.72,6.44,1.81
O108932,C17465,P218205,024-8/-18,024-8/-23,1,Wallet,South,361.06,9.3,34.03
O108933,C11187,P212464,025-6/-15,025-6/-19,1,UPI,South,125.08,5.03,38.75
O108934,C14471,P243550,024-0/-8/,2024-10-12,2,Debit Card,West,211.95,8.22,55.36
O108935,C14748,P227132,24-/2-6/,024-1/-11,1,UPI,Central,105.72,7.53,22.07
O108936,C13339,P242638,2024-10-27,2024-10-31,1,Wallet,West,89.3,7.69,28.03
O108937,C10548,P237427,023-0/-5/,023-0/-9/,1,Credit Card,Central,86.75,7.2,18.82
O108938,C15193,P235048,2023-10-13,2023-10-17,1,UPI,North,13.4,4.43,1.6
O108939,C17675,P203749,24-/2-3/,24-/2-8/,1,Credit Card,West,162.05,9.13,36.24
O108940,C14087,P235306,024-1/-10,024-1/-14,1,PayPal,West,9.09,1.86,-1.13
O108941,C10072,P225592,024-1/-11,024-1/-14,1,COD,Central,77.08,7.64,27.05
O108942,C16451,P249595,024-3/-28,24-/2-2/,1,Debit Card,Central,279.46,8.26,69.99
O108943,C10198,P218451,024-6/-14,024-6/-20,1,Debit Card,South,59.71,5.23,18.65
O108944,C13201,P228258,024-2/-25,24-/2-2/,2,Credit Card,East,100.66,6.59,5.49
O108945,C11781,P244758,023-0/-6/,2023-10-11,1,Credit Card,West,47.5,6.18,8.07
O108946,C17991,P235302,024-6/-19,024-6/-25,1,Credit Card,East,352.16,10.81,31.45
O108947,C10571,P232856,024-6/-25,024-6/-30,1,COD,East,7.86,2.95,0.19
O108948,C10790,P221621,25-/2-4/,025-4/-10,1,Debit Card,East,20.71,6.04,2.24
O108949,C11638,P206577,025-4/-23,025-4/-26,2,PayPal,North,280.4,9.06,69.45
O108950,C11831,P219694,2024-12-31,25-/2-3/,1,Credit Card,Central,106.0,6.05,25.75
O108951,C11855,P208263,024-7/-14,024-7/-22,2,Credit Card,East,23.9,4.66,4.9
O108952,C15606,P217205,24-/2-4/,24-/2-8/,2,COD,Central,267.38,9.9,64.97
O108953,C11174,P208072,2024-12-18,2024-12-22,1,Credit Card,Central,17.82,4.62,-3.19
O108954,C13740,P249967,023-2/-9/,2023-12-12,3,Credit Card,Central,500.46,7.44,132.69
O108955,C13277,P245306,024-9/-28,024-0/-4/,3,Credit Card,East,55.22,7.36,-2.94
O108956,C10178,P243876,025-5/-26,025-5/-30,1,COD,West,67.57,5.31,25.1
O108957,C12244,P240130,024-8/-22,024-8/-26,1,Wallet,South,24.24,4.64,2.15
O108958,C14086,P243002,023-9/-18,023-9/-23,1,PayPal,East,819.9,8.78,89.61
O108959,C10734,P205691,023-0/-6/,2023-10-11,4,Credit Card,East,82.84,6.05,22.94
O108960,C16232,P222113,024-7/-10,024-7/-15,1,Debit Card,North,18.32,4.33,3.0
O108961,C10798,P201953,024-4/-19,024-4/-24,1,Debit Card,East,385.74,8.21,99.8
O108962,C17601,P204963,025-4/-12,025-4/-15,3,Credit Card,North,391.65,10.38,99.28
O108963,C10787,P238754,024-4/-26,24-/2-3/,2,PayPal,West,41.0,3.61,7.87
O108964,C12795,P240520,24-/2-6/,024-9/-13,1,PayPal,East,31.2,3.94,6.98
O108965,C17350,P227869,024-7/-24,024-7/-28,3,Credit Card,West,871.9,11.46,232.67
O108966,C14304,P211445,024-3/-14,024-3/-19,2,PayPal,South,143.89,8.59,31.7
O108967,C14588,P237759,023-9/-20,023-9/-24,1,Debit Card,West,23.22,2.5,-0.64
O108968,C17297,P220185,025-3/-24,025-3/-28,1,Credit Card,West,41.73,5.95,12.83
O108969,C16808,P208447,025-8/-24,025-8/-30,2,PayPal,South,87.46,7.58,27.4
O108970,C13084,P234699,2023-10-15,2023-10-19,1,Credit Card,Central,40.02,5.35,6.66
O108971,C15753,P233640,024-3/-20,024-3/-24,1,PayPal,West,38.74,4.48,9.08
O108972,C12918,P207954,2024-10-31,024-1/-6/,1,Wallet,North,10.03,3.39,0.62
O108973,C10731,P217945,025-6/-10,025-6/-15,1,Credit Card,West,298.35,7.87,27.93
O108974,C11129,P238294,24-/2-8/,024-9/-13,1,Credit Card,North,10.03,4.28,-1.47
O108975,C13446,P212920,024-4/-10,024-4/-14,2,Debit Card,South,37.2,5.29,7.73
O108976,C11605,P229984,2024-10-13,2024-10-17,1,COD,West,92.45,7.6,34.0
O108977,C13778,P205560,2024-12-24,2024-12-30,1,COD,East,45.4,5.69,10.2
O108978,C12745,P215389,2023-10-24,2023-10-28,1,Debit Card,West,28.72,5.51,3.11
O108979,C13170,P224265,025-1/-25,25-/2-1/,2,Debit Card,South,18.63,5.09,-3.6
O108980,C14689,P241853,2024-11-29,024-2/-3/,3,Credit Card,West,383.19,8.02,106.94
O108981,C17754,P207715,024-5/-24,024-5/-28,2,PayPal,Central,101.02,7.18,28.18
O108982,C12933,P219068,025-8/-14,025-8/-19,1,PayPal,Central,17.07,4.63,3.05
O108983,C16995,P209438,025-9/-11,025-9/-14,2,Credit Card,Central,31.52,6.06,-3.54
O108984,C11215,P249898,025-8/-12,025-8/-16,2,Debit Card,West,22.37,7.18,0.65
O108985,C10324,P205243,025-7/-25,025-7/-28,1,Credit Card,North,237.39,7.41,21.08
O108986,C15074,P228629,024-4/-27,24-/2-1/,1,UPI,Central,500.89,9.91,50.2
O108987,C15845,P239594,2023-11-16,2023-11-23,3,Debit Card,South,334.94,7.19,86.59
O108988,C11850,P204085,24-/2-4/,024-8/-10,1,Credit Card,West,242.8,8.89,63.95
O108989,C17099,P238885,025-2/-25,25-/2-1/,1,Debit Card,South,60.91,6.58,11.69
O108990,C11490,P217390,2024-12-25,2024-12-29,1,Debit Card,South,27.24,8.22,-0.59
O108991,C10893,P224513,025-2/-16,025-2/-24,1,Debit Card,West,11.94,5.37,-1.79
O108992,C11390,P220694,2024-12-21,2024-12-24,1,COD,Central,18.9,3.82,4.68
O108993,C13389,P241850,24-/2-3/,24-/2-7/,1,Credit Card,North,14.54,4.42,2.12
O108994,C14239,P243451,023-9/-22,023-9/-27,3,Credit Card,East,55.77,5.84,13.68
O108995,C14479,P214884,025-4/-16,025-4/-20,2,Debit Card,Central,97.8,6.93,27.3
O108996,C12263,P202876,024-3/-28,24-/2-1/,2,UPI,South,36.4,5.4,7.34
O108997,C13432,P226207,2023-12-21,2023-12-27,1,Debit Card,East,6.45,3.27,-0.69
O108998,C12371,P205556,024-6/-12,024-6/-18,1,PayPal,East,16.91,5.88,0.88
O108999,C13086,P220491,025-7/-20,025-7/-25,1,Wallet,North,147.55,8.74,42.9
O109000,C14312,P238009,024-8/-19,024-8/-24,1,PayPal,West,117.47,7.1,7.0
O109001,C11515,P248674,025-5/-20,025-5/-25,2,Credit Card,South,11.34,3.74,0.8
O109002,C17094,P247682,25-/2-7/,025-6/-11,3,Wallet,South,303.41,9.51,75.44
O109003,C17714,P232225,024-3/-13,024-3/-18,1,PayPal,East,10.69,5.21,-1.47
O109004,C16326,P238437,024-1/-23,024-1/-29,1,PayPal,West,163.19,6.89,12.69
O109005,C16413,P205399,2024-11-20,2024-11-24,1,Debit Card,South,1415.12,10.93,158.88
O109006,C17088,P241701,24-/2-4/,24-/2-7/,1,Credit Card,Central,252.15,6.7,63.9
O109007,C15586,P213648,024-9/-30,024-0/-4/,1,Debit Card,Central,65.21,6.5,16.32
O109008,C12917,P230887,024-0/-7/,2024-10-11,1,Credit Card,North,10.7,2.42,0.79
O109009,C15731,P242936,025-6/-26,025-6/-30,1,UPI,West,4.05,2.17,-1.85
O109010,C17686,P240263,24-/2-1/,24-/2-7/,1,Credit Card,West,41.81,6.8,7.83
O109011,C17709,P248373,24-/2-5/,024-3/-11,2,Debit Card,East,131.82,7.92,38.22
O109012,C16610,P221804,025-7/-15,025-7/-19,1,COD,North,56.31,5.85,13.86
O109013,C12352,P230919,025-6/-26,25-/2-1/,1,Wallet,South,37.01,5.08,5.28
O109014,C11167,P246972,25-/2-3/,25-/2-8/,1,Wallet,South,68.15,7.97,12.48
O109015,C10110,P228147,025-7/-30,25-/2-4/,1,COD,West,15.88,4.51,1.05
O109016,C15109,P219295,024-1/-9/,2024-11-14,1,Debit Card,South,885.7,11.06,95.22
O109017,C14327,P206897,2023-12-17,2023-12-24,5,UPI,South,450.75,7.6,127.62
O109018,C15810,P211276,2023-10-30,023-1/-2/,2,Credit Card,Central,19.94,3.18,4.8
O109019,C13655,P238253,025-3/-31,25-/2-6/,1,Debit Card,West,127.98,6.73,38.06
O109020,C13793,P205838,24-/2-3/,24-/2-8/,2,PayPal,South,1622.96,11.06,183.7
O109021,C11755,P217157,24-/2-9/,024-9/-14,2,Credit Card,East,40.36,5.82,12.34
O109022,C17759,P202144,025-8/-14,025-8/-18,1,Credit Card,North,58.97,5.49,15.15
O109023,C17667,P214406,24-/2-8/,024-8/-13,2,Debit Card,South,121.12,6.86,27.05
O109024,C16738,P241952,024-8/-16,024-8/-19,1,Debit Card,North,9.23,2.81,0.88
O109025,C11577,P226414,024-7/-26,024-7/-31,1,Debit Card,South,42.0,6.87,7.83
O109026,C11296,P238748,25-/2-5/,25-/2-9/,1,UPI,North,38.87,4.26,11.29
O109027,C13774,P247460,2024-10-30,024-1/-2/,4,PayPal,North,357.88,8.67,98.69
O109028,C12220,P229483,024-0/-8/,2024-10-12,1,COD,North,35.21,5.28,7.04
O109029,C10972,P247647,25-/2-8/,025-6/-12,1,Credit Card,West,29.73,6.18,7.2
O109030,C11030,P211513,25-/2-9/,025-7/-13,1,UPI,West,41.79,3.34,15.47
O109031,C17322,P244802,2024-12-16,2024-12-19,5,UPI,Central,405.55,9.31,132.63
O109032,C17689,P226451,025-6/-22,025-6/-27,1,Credit Card,South,200.47,6.95,17.11
O109033,C12593,P240909,025-1/-29,25-/2-2/,1,Debit Card,West,49.15,6.34,15.78
O109034,C16691,P248091,025-1/-12,025-1/-16,2,Debit Card,West,23.12,5.0,1.94
O109035,C13992,P240963,025-3/-13,025-3/-16,2,Credit Card,Central,160.02,9.3,35.51
O109036,C14613,P222672,025-8/-13,025-8/-20,3,UPI,West,2347.74,11.58,270.15
O109037,C10913,P241124,024-9/-28,024-0/-6/,1,Credit Card,East,14.18,4.24,-3.11
O109038,C16358,P212631,25-/2-1/,25-/2-8/,1,Debit Card,East,110.25,6.79,26.28
O109039,C12181,P234665,025-8/-19,025-8/-24,1,Debit Card,South,6.81,2.75,0.31
O109040,C16428,P232291,024-1/-14,024-1/-17,1,Credit Card,North,95.79,7.19,21.55
O109041,C13197,P221817,025-4/-29,25-/2-4/,3,Credit Card,West,1101.46,11.21,297.2
O109042,C16040,P211432,024-7/-18,024-7/-22,1,UPI,North,3.72,3.18,-2.88
O109043,C11462,P218951,025-1/-17,025-1/-21,2,UPI,North,286.06,8.1,26.23
O109044,C15968,P208130,2024-12-25,2024-12-29,1,Credit Card,South,46.7,6.47,7.54
O109045,C16829,P244467,25-/2-1/,25-/2-5/,1,Credit Card,North,68.74,7.43,11.82
O109046,C17319,P223136,2023-11-26,2023-11-30,1,COD,West,13.99,1.78,-0.66
O109047,C12378,P202559,025-4/-25,025-4/-30,1,PayPal,North,36.29,3.73,7.16
O109048,C17705,P214744,024-2/-16,024-2/-21,1,PayPal,North,20.26,7.9,1.22
O109049,C13454,P231155,25-/2-3/,25-/2-8/,1,COD,West,7.73,3.28,-2.66
O109050,C17282,P242298,24-/2-7/,024-6/-12,1,Credit Card,South,14.62,4.21,-3.04
O109051,C17037,P221021,025-7/-11,025-7/-15,1,UPI,North,133.02,7.38,8.58
O109052,C13553,P216996,024-1/-28,24-/2-1/,1,COD,North,44.6,5.51,10.1
O109053,C11307,P213187,025-8/-23,025-8/-28,1,UPI,Central,121.21,6.44,29.92
O109054,C14994,P235902,2024-12-18,2024-12-21,1,Credit Card,North,16.55,5.33,-4.01
O109055,C15194,P218006,24-/2-4/,24-/2-9/,1,COD,South,234.33,9.12,56.49
O109056,C11189,P216375,2024-11-24,2024-11-28,1,Debit Card,North,1066.35,9.36,118.6
O109057,C15308,P230158,25-/2-6/,025-3/-10,2,Credit Card,North,358.54,9.53,98.03
O109058,C16221,P247678,2023-10-25,2023-10-31,1,Credit Card,North,141.88,8.5,41.16
O109059,C17090,P203069,2024-11-30,024-2/-6/,1,Debit Card,East,3.09,1.12,0.27
O109060,C17769,P206486,023-9/-13,023-9/-18,2,UPI,East,238.9,7.93,58.96
O109061,C10687,P217639,024-4/-10,024-4/-13,1,Credit Card,North,9.57,5.45,-1.14
O109062,C16164,P235428,24-/2-2/,24-/2-6/,1,UPI,West,21.66,3.62,-1.89
O109063,C14661,P228800,025-5/-11,025-5/-16,2,UPI,Central,446.65,8.4,116.66
O109064,C11207,P225618,24-/2-9/,024-7/-16,1,PayPal,East,59.32,7.63,-0.51
O109065,C11894,P237220,025-4/-13,025-4/-18,1,Credit Card,South,25.18,3.66,7.67
O109066,C17389,P211869,025-1/-13,025-1/-17,1,COD,South,88.71,5.77,25.28
O109067,C14922,P204176,24-/2-2/,24-/2-6/,1,UPI,South,18.44,5.02,2.36
O109068,C15447,P236454,024-8/-19,024-8/-24,2,COD,North,157.68,7.97,36.18
O109069,C16322,P226480,25-/2-4/,025-4/-10,1,Credit Card,Central,17.86,3.76,1.6
O109070,C11811,P231500,023-9/-19,023-9/-23,3,Credit Card,West,43.8,4.76,-1.26
O109071,C13183,P205237,024-2/-7/,2024-12-11,2,Debit Card,North,40.42,6.58,4.74
O109072,C17903,P226453,024-4/-16,024-4/-21,1,Debit Card,East,13.0,4.49,-3.45
O109073,C13797,P200790,24-/2-3/,24-/2-9/,1,Debit Card,South,861.36,9.55,93.81
O109074,C15178,P247595,025-1/-19,025-1/-24,1,Debit Card,Central,63.41,4.62,14.4
O109075,C15446,P246954,023-0/-3/,023-0/-6/,1,Credit Card,Central,527.88,8.53,54.82
O109076,C17048,P241184,023-0/-2/,023-0/-6/,1,Credit Card,South,67.26,6.14,17.4
O109077,C11644,P214754,24-/2-1/,24-/2-7/,2,COD,East,6.18,4.8,-2.02
O109078,C13968,P213067,2023-11-11,2023-11-15,1,PayPal,West,850.93,10.42,91.69
O109079,C12716,P216609,025-7/-23,025-7/-27,4,UPI,North,424.8,10.05,40.93
O109080,C10190,P227981,024-1/-14,024-1/-17,1,Debit Card,North,21.34,4.79,2.68
O109081,C15319,P219563,025-6/-23,025-6/-26,1,Debit Card,Central,53.13,4.67,19.24
O109082,C11335,P209003,024-9/-10,024-9/-15,1,Credit Card,South,427.08,7.97,43.28
O109083,C14803,P227068,24-/2-2/,24-/2-5/,1,Credit Card,Central,71.22,6.16,13.78
O109084,C13106,P246996,2024-12-27,2024-12-31,1,Debit Card,South,5.25,1.19,1.17
O109085,C10378,P204223,024-6/-18,024-6/-26,1,UPI,East,74.27,7.97,12.83
O109086,C14482,P223904,25-/2-1/,25-/2-8/,2,UPI,East,2189.07,11.98,250.71
O109087,C13829,P236834,24-/2-4/,24-/2-9/,1,Credit Card,Central,5.71,3.94,-1.37
O109088,C16380,P220746,24-/2-7/,024-7/-13,1,Credit Card,East,48.86,3.65,18.34
O109089,C10615,P231404,024-3/-25,024-3/-28,1,PayPal,Central,58.72,8.19,8.25
O109090,C15638,P221407,025-4/-23,025-4/-27,1,Debit Card,Central,80.16,6.51,17.54
O109091,C12330,P220693,024-8/-14,024-8/-20,2,UPI,South,86.54,5.36,24.93
O109092,C16144,P233014,025-1/-29,25-/2-2/,1,UPI,South,34.12,6.04,4.2
O109093,C11754,P222121,024-3/-10,024-3/-13,1,PayPal,North,68.14,5.0,3.18
O109094,C10463,P226403,2023-10-18,2023-10-22,3,Credit Card,North,93.66,7.47,18.75
O109095,C17397,P211637,025-2/-13,025-2/-16,1,Debit Card,North,305.11,9.76,26.85
O109096,C10966,P208612,023-0/-3/,023-0/-8/,1,COD,East,57.45,5.0,17.98
O109097,C14267,P230410,024-9/-27,024-0/-2/,1,Debit Card,Central,53.37,5.36,18.66
O109098,C13158,P205160,024-6/-24,024-6/-27,1,Debit Card,North,2.59,2.69,-2.48
O109099,C13624,P234139,024-6/-10,024-6/-16,1,COD,East,19.88,2.71,-1.12
O109100,C15242,P207728,024-5/-12,024-5/-17,1,Debit Card,South,4.51,2.14,-1.78
O109101,C14938,P204238,025-5/-29,25-/2-4/,1,Debit Card,West,832.12,9.32,90.53
O109102,C15417,P226764,024-6/-24,024-6/-27,1,Credit Card,North,34.03,7.68,7.63
O109103,C16004,P218464,024-4/-15,024-4/-18,1,Debit Card,North,416.15,9.32,107.2
O109104,C10689,P231943,024-4/-23,024-4/-28,1,COD,East,17.28,4.09,3.69
O109105,C12622,P230838,024-6/-25,024-6/-28,1,Credit Card,Central,69.67,7.57,16.81
O109106,C15603,P205919,25-/2-1/,25-/2-7/,1,Credit Card,West,481.95,8.33,49.5
O109107,C12212,P237092,024-2/-25,024-2/-29,1,COD,South,54.19,5.93,10.33
O109108,C16120,P207797,25-/2-6/,025-1/-12,1,Wallet,South,49.32,6.17,-2.22
O109109,C15818,P222467,2023-11-18,2023-11-22,1,Debit Card,West,8.36,3.65,0.11
O109110,C10382,P223736,24-/2-5/,024-6/-10,1,Credit Card,West,215.64,8.42,67.05
O109111,C12256,P209021,025-5/-21,025-5/-26,3,COD,East,69.03,8.65,-3.13
O109112,C13810,P203058,2023-10-18,2023-10-25,1,Credit Card,East,136.05,7.3,30.79
O109113,C13503,P209041,2024-10-12,2024-10-16,1,UPI,Central,1.83,1.25,-1.1
O109114,C11412,P238102,024-4/-25,024-4/-29,1,Debit Card,West,6.72,2.79,-0.1
O109115,C11583,P201153,025-6/-21,025-6/-26,1,Credit Card,South,48.1,7.12,14.52
O109116,C16367,P237708,24-/2-8/,024-4/-12,1,Debit Card,Central,138.08,8.64,32.78
O109117,C16146,P247375,24-/2-8/,024-1/-11,1,Debit Card,North,333.38,8.65,91.36
O109118,C10371,P212021,024-3/-20,024-3/-25,1,PayPal,East,59.71,6.45,11.46
O109119,C15806,P227258,24-/2-4/,024-9/-10,1,COD,East,741.76,9.32,79.69
O109120,C15565,P235847,24-/2-6/,24-/2-9/,1,Credit Card,Central,184.17,8.71,46.54
O109121,C10610,P249554,023-1/-6/,2023-11-11,2,Credit Card,South,2300.48,11.6,264.46
O109122,C10115,P219359,025-1/-29,25-/2-2/,1,Debit Card,South,35.09,6.36,4.17
O109123,C17437,P226178,024-8/-27,024-8/-30,1,Debit Card,Central,19.72,6.0,2.87
O109124,C10446,P212914,24-/2-1/,24-/2-5/,4,Debit Card,North,36.6,6.59,6.22
O109125,C11391,P207536,2023-10-27,023-1/-1/,1,Credit Card,North,16.64,3.24,3.42
O109126,C13324,P233748,2023-10-30,023-1/-3/,1,Debit Card,Central,183.53,8.77,42.62
O109127,C11340,P239448,024-3/-28,24-/2-2/,1,Debit Card,South,43.5,5.06,7.12
O109128,C14510,P246132,025-5/-22,025-5/-26,1,Credit Card,South,104.9,5.56,7.03
O109129,C17262,P210486,024-1/-11,024-1/-16,1,Credit Card,North,144.35,6.29,34.13
O109130,C15904,P202384,024-8/-20,024-8/-26,1,UPI,North,212.32,6.88,18.6
O109131,C12939,P244312,2023-10-31,023-1/-3/,1,Credit Card,North,30.72,3.67,7.08
O109132,C15143,P245088,025-2/-10,025-2/-15,2,UPI,East,69.01,6.98,17.17
O109133,C13699,P241758,024-2/-29,24-/2-6/,2,Credit Card,West,537.36,7.44,57.04
O109134,C16806,P210787,025-5/-22,025-5/-26,1,Credit Card,West,38.65,6.03,4.79
