customer_id,customer_age,customer_gender
C11570,52,Male
C11571,59,Male
C11572,55,Male
C11573,69,Male
C11574,50,Other
C11575,49,Female
C11576,45,Male
C11577,68,Male
C11578,59,Male
C11579,68,Male
C11580,58,Female
C11581,67,Male
C11582,66,Male
C11583,57,Other
C11584,65,Other
C11585,51,Male
C11586,60,Male
C11587,66,Other
C11588,52,Male
C11589,65,Male
C11590,27,Male
C11591,65,Male
C11592,43,Male
C11593,60,Male
C11594,60,Other
C11595,60,Male
C11596,52,Male
C11597,57,Male
C11598,66,Female
C11600,62,Male
C11601,69,Male
C11602,59,Male
C11603,55,Male
C11604,68,Male
C11605,68,Male
C11606,62,Female
C11607,61,Other
C11608,40,Female
C11609,45,Male
C11610,62,Male
C11611,42,Male
C11612,56,Male
C11613,64,Other
C11614,54,Male
C11615,52,Female
C11616,58,Other
C11617,68,Female
C11618,43,Male
C11619,69,Male
C11620,63,Male
C11621,51,Male
C11622,60,Male
C11623,32,Male
C11624,52,Male
C11625,66,Male
C11626,64,Other
C11627,65,Male
C11628,61,Male
C11629,68,Male
C11630,62,Other
C11631,61,Other
C11632,53,Male
C11633,65,Male
C11634,66,Male
C11635,62,Male
C11636,55,Male
C11637,52,Other
C11638,41,Male
C11639,69,Other
C11640,49,Male
C11641,43,Male
C11642,51,Male
C11643,69,Male
C11644,63,Male
C11645,50,Male
C11646,65,Other
C11647,63,Male
C11648,65,Male
C11649,63,Male
C11650,27,Male
C11651,67,Male
C11652,67,Male
C11653,54,Male
C11654,69,Male
C11655,57,Male
C11656,63,Male
C11657,67,Other
C11658,43,Other
C11659,63,Male
C11660,67,Male
C11661,50,Male
C11662,44,Male
C11663,66,Male
C11664,56,Male
C11665,48,Male
C11666,64,Male
C11667,65,Male
C11668,52,Other
C11669,65,Male
C11670,69,Male
C11671,55,Male
C11672,67,Male
C11673,68,Male
C11674,43,Male
C11675,67,Male
C11676,67,Other
C11677,67,Male
C11678,65,Male
C11679,68,Male
C11680,66,Male
C11681,67,Other
C11682,69,Male
C11683,68,Male
C11684,59,Female
C11685,67,Male
C11686,69,Male
C11687,62,Male
C11688,58,Male
C11689,64,Male
C11690,55,Other
C11691,69,Male
C11692,49,Male
C11693,64,Male
C11694,66,Male
C11695,58,Female
C11696,64,Male
C11697,57,Other
C11698,58,Other
C11699,68,Male
C11700,49,Male
C11701,64,Other
C11702,54,Male
C11703,64,Male
C11704,44,Female
C11705,46,Male
C11706,52,Male
C11707,59,Male
C11708,61,Male
C11709,43,Other
C11711,59,Male
C11712,48,Male
C11713,67,Male
C11714,54,Other
C11715,67,Male
C11716,64,Male
C11717,64,Male
C11718,66,Male
C11719,64,Other
C11720,65,Male
C11721,48,Male
C11722,67,Male
C11723,59,Other
C11724,65,Male
C11725,68,Male
C11726,61,Male
C11727,39,Male
C11728,25,Male
C11729,47,Female
C11730,68,Male
C11731,31,Male
C11732,64,Male
C11733,69,Male
C11734,56,Male
C11735,69,Other
C11736,67,Male
C11737,49,Female
C11738,54,Male
C11739,62,Male
C11740,63,Female
C11741,67,Male
C11742,64,Male
C11743,47,Male
C11744,64,Male
C11745,58,Male
C11746,51,Male
C11748,66,Male
C11749,69,Male
C11750,52,Male
C11751,67,Other
C11752,53,Male
C11753,69,Male
C11754,56,Male
C11755,59,Male
C11756,66,Female
C11757,63,Male
C11758,69,Male
C11759,69,Male
C11760,69,Other
C11761,65,Male
C11762,54,Male
C11763,62,Male
C11764,53,Male
C11765,57,Male
C11766,40,Male
C11767,63,Male
C11768,58,Male
C11769,61,Male
C11770,32,Other
C11771,66,Male
C11772,69,Male
C11773,52,Male
C11774,69,Male
C11775,66,Other
C11776,69,Other
C11777,68,Male
C11778,56,Male
C11779,57,Male
C11780,69,Male
C11781,69,Other
C11782,57,Male
C11783,62,Male
C11784,68,Male
C11785,65,Male
C11786,68,Male
C11787,60,Male
C11788,67,Male
C11789,62,Male
C11790,66,Other
C11791,65,Male
C11792,63,Other
C11793,66,Male
C11794,56,Female
C11795,52,Other
C11796,58,Male
C11797,69,Female
C11798,65,Male
C11799,58,Other
C11800,55,Female
C11801,49,Male
C11802,57,Male
C11803,58,Other
C11804,45,Male
C11806,60,Male
C11807,42,Male
C11808,53,Female
C11809,68,Male
C11810,59,Other
C11811,51,Male
C11812,44,Male
C11813,63,Male
C11814,62,Female
C11815,58,Other
C11816,66,Female
C11817,67,Male
C11818,42,Female
C11819,50,Other
C11820,47,Male
C11821,41,Male
C11822,48,Male
C11823,66,Other
C11824,67,Male
C11825,69,Male
C11826,67,Male
C11827,59,Other
C11828,67,Male
C11829,67,Other
C11830,57,Male
C11831,58,Male
C11832,64,Male
C11833,65,Other
C11834,60,Male
C11835,37,Male
C11836,69,Male
C11837,62,Male
C11838,66,Other
C11839,68,Male
C11840,61,Male
C11841,59,Other
C11842,67,Other
C11843,58,Male
C11844,53,Male
C11845,65,Male
C11846,68,Male
C11847,66,Male
C11848,68,Male
C11849,67,Male
C11850,29,Male
C11851,66,Male
C11852,61,Male
C11853,64,Male
C11854,67,Other
C11855,64,Other
C11856,61,Male
C11857,67,Male
C11858,65,Male
C11859,67,Male
C11860,62,Other
C11861,64,Male
C11862,53,Male
C11863,60,Male
C11864,63,Male
C11865,53,Male
C11866,61,Male
C11867,67,Male
C11868,60,Male
C11869,55,Other
C11870,66,Male
C11871,62,Male
C11872,57,Male
C11873,65,Male
C11874,33,Other
C11875,67,Male
C11876,54,Other
C11877,66,Other
C11878,64,Male
C11879,66,Male
C11880,35,Male
C11881,69,Male
C11882,40,Other
C11883,62,Male
C11884,69,Male
C11885,61,Male
C11886,60,Other
C11887,52,Male
C11888,60,Male
C11889,55,Male
C11890,61,Male
C11891,64,Male
C11892,45,Male
C11893,69,Male
C11894,44,Male
C11895,55,Other
C11896,69,Male
C11897,65,Male
C11898,39,Female
C11899,65,Male
C11900,66,Male
C11901,66,Female
C11902,64,Male
C11903,68,Other
C11904,67,Male
C11905,59,Male
C11906,63,Male
C11907,58,Male
C11908,54,Male
C11909,69,Other
C11910,68,Male
C11911,45,Female
C11912,66,Male
C11913,58,Male
C11914,67,Male
C11915,61,Male
C11916,58,Male
C11917,65,Male
C11918,68,Male
C11919,47,Male
C11920,40,Male
C11921,56,Other
C11922,59,Male
C11923,59,Male
C11924,61,Male
C11925,65,Other
C11926,61,Male
C11927,43,Female
C11928,62,Male
C11929,67,Male
C11930,60,Male
C11931,61,Male
C11932,66,Male
C11933,53,Male
C11934,51,Male
C11935,67,Male
C11936,69,Male
C11937,50,Male
C11938,65,Male
C11939,68,Male
C11940,37,Male
C11941,64,Other
C11942,59,Male
C11943,55,Male
C11944,58,Male
C11945,69,Male
C11946,61,Male
C11947,63,Male
C11948,64,Male
C11949,64,Male
C11950,50,Male
C11951,52,Male
C11952,54,Male
C11953,59,Male
C11954,19,Male
C11955,62,Male
C11956,63,Male
C11957,39,Male
C11958,66,Male
C11959,69,Male
C11960,48,Other
C11961,57,Male
C11963,62,Male
C11964,64,Male
C11965,60,Male
C11966,69,Other
C11967,51,Male
C11968,63,Male
C11969,61,Other
C11970,66,Male
C11971,68,Male
C11972,67,Male
C11973,55,Male
C11974,47,Male
C11975,67,Male
C11976,69,Male
C11977,69,Other
C11978,63,Male
C11979,64,Other
C11980,65,Male
C11981,63,Male
C11982,68,Other
C11983,20,Female
C11984,30,Male
C11985,68,Male
C11986,66,Other
C11987,63,Other
C11988,52,Other
C11989,66,Male
C11990,41,Other
C11991,66,Male
C11992,50,Female
C11993,69,Male
C11994,69,Other
C11995,57,Male
C11996,68,Male
C11997,57,Male
C11998,68,Male
C11999,61,Male
C12000,38,Male
C12001,57,Male
C12002,52,Male
C12003,66,Female
C12004,56,Other
C12005,40,Male
C12006,56,Other
C12007,57,Male
C12008,55,Male
C12009,49,Male
C12010,50,Male
C12011,56,Male
C12012,59,Male
C12013,64,Other
C12014,63,Male
C12015,69,Male
C12016,66,Male
C12017,54,Male
C12018,59,Female
C12019,65,Other
C12020,29,Male
C12021,55,Male
C12022,65,Other
C12023,47,Male
C12024,59,Other
C12025,67,Male
C12026,66,Other
C12027,61,Male
C12028,65,Male
C12029,67,Male
C12030,59,Male
C12031,69,Male
C12032,60,Male
C12033,64,Male
C12035,63,Male
C12036,67,Male
C12037,48,Male
C12038,46,Male
C12039,57,Male
C12040,59,Male
C12041,63,Male
C12042,57,Male
C12043,57,Other
C12044,59,Male
C12045,68,Male
C12046,63,Male
C12047,63,Male
C12048,58,Male
C12049,66,Other
C12050,68,Male
C12051,67,Male
C12052,68,Male
C12053,66,Male
C12054,53,Male
C12055,55,Male
C12056,68,Male
C12057,52,Male
C12058,69,Male
C12059,55,Other
C12060,52,Other
C12061,51,Male
C12062,51,Male
C12063,63,Male
C12064,69,Other
C12065,57,Other
C12066,68,Male
C12067,35,Male
C12068,47,Male
C12069,46,Male
C12070,59,Male
C12071,52,Male
C12072,64,Other
C12073,66,Male
C12074,68,Male
C12075,67,Male
C12076,68,Other
C12077,46,Male
C12078,63,Other
C12079,60,Male
C12080,62,Male
C12081,69,Other
C12082,57,Male
C12083,55,Male
C12084,62,Male
C12085,54,Male
C12086,67,Male
C12087,58,Male
C12088,62,Female
C12089,66,Male
C12090,62,Male
C12091,53,Male
C12092,54,Male
C12093,59,Male
C12094,67,Male
C12095,61,Male
C12096,65,Male
C12097,43,Male
C12098,63,Male
C12099,31,Female
C12100,67,Male
C12101,66,Male
C12102,56,Male
C12103,69,Other
C12104,64,Male
C12105,67,Male
C12106,58,Male
C12107,56,Male
C12108,45,Male
C12109,65,Male
C12110,61,Male
C12111,39,Female
C12112,67,Male
C12113,67,Male
C12114,62,Male
C12115,62,Female
C12116,60,Female
C12117,69,Female
C12118,68,Male
C12120,61,Male
C12121,62,Male
C12122,68,Male
C12123,69,Male
C12124,55,Male
C12125,69,Other
C12126,65,Male
C12127,63,Male
C12128,47,Male
C12129,67,Male
C12130,63,Male
C12131,67,Male
C12132,63,Male
C12133,57,Male
C12134,69,Male
C12135,68,Male
C12136,49,Male
C12137,58,Male
C12138,65,Male
C12139,48,Male
C12140,42,Male
C12141,51,Female
C12142,69,Female
C12143,67,Male
C12144,40,Male
C12146,57,Male
C12147,62,Male
C12148,53,Male
C12149,37,Female
C12150,65,Male
C12151,69,Male
C12152,54,Male
C12153,60,Male
C12154,61,Male
C12155,50,Male
C12156,69,Other
C12157,60,Male
C12158,64,Male
C12159,64,Male
C12160,60,Male
C12161,49,Male
C12162,50,Male
C12163,66,Male
C12164,51,Male
C12165,61,Male
C12166,58,Male
C12167,56,Female
C12168,27,Other
C12169,55,Male
C12170,62,Male
C12171,61,Male
C12172,66,Male
C12173,18,Male
C12174,53,Male
C12175,56,Male
C12176,61,Male
C12177,60,Male
C12178,46,Other
C12179,54,Male
C12180,65,Male
C12181,61,Male
C12182,65,Male
C12183,37,Female
C12184,50,Male
C12185,62,Other
C12186,41,Male
C12187,56,Female
C12188,66,Male
C12189,40,Female
C12190,62,Other
C12191,69,Male
C12192,60,Male
C12193,69,Other
C12194,53,Male
C12195,45,Male
C12196,56,Male
C12197,45,Male
C12198,66,Male
C12199,27,Female
C12200,45,Male
C12201,50,Male
C12202,54,Male
C12203,44,Other
C12204,51,Male
C12205,56,Male
C12206,65,Male
C12207,67,Male
C12208,58,Male
C12209,66,Male
C12210,65,Other
C12211,68,Male
C12212,63,Male
C12213,49,Female
C12214,65,Female
C12215,67,Male
C12216,34,Male
C12217,67,Male
C12218,62,Male
C12219,65,Male
C12220,53,Male
C12221,25,Female
C12222,48,Male
C12223,68,Male
C12224,69,Male
C12225,54,Male
C12226,63,Male
C12227,33,Male
C12228,65,Male
C12229,67,Female
C12230,55,Other
C12231,69,Male
C12232,64,Male
C12233,57,Male
C12234,63,Male
C12235,63,Male
C12236,21,Female
C12237,51,Male
C12238,35,Male
C12239,58,Female
C12240,58,Female
C12241,66,Male
C12242,63,Male
C12243,46,Male
C12244,64,Male
C12245,36,Male
C12246,56,Male
C12247,41,Male
C12248,66,Other
C12249,64,Male
C12250,69,Female
C12251,61,Other
C12252,64,Male
C12253,68,Male
C12254,49,Male
C12255,61,Other
C12256,63,Male
C12257,58,Other
C12258,64,Male
C12259,37,Male
C12260,54,Male
C12261,66,Male
C12262,66,Male
C12263,68,Male
C12264,55,Male
C12265,62,Male
C12266,66,Female
C12267,56,Other
C12268,69,Male
C12269,58,Male
C12270,50,Other
C12271,68,Male
C12272,43,Male
C12273,69,Male
C12274,69,Other
C12275,69,Female
C12276,62,Female
C12277,65,Male
C12278,66,Male
C12279,58,Other
C12280,67,Other
C12281,56,Male
C12282,68,Male
C12283,57,Male
C12284,68,Male
C12285,67,Male
C12286,62,Male
C12287,49,Male
C12288,41,Male
C12289,55,Male
C12290,66,Other
C12291,66,Male
C12292,59,Male
C12293,69,Female
C12294,42,Male
C12295,63,Male
C12296,69,Male
C12297,68,Male
C12298,63,Female
C12299,59,Other
C12300,53,Male
C12301,46,Male
C12302,46,Male
C12303,65,Male
C12304,53,Male
C12305,33,Male
C12306,61,Male
C12307,45,Female
C12308,61,Male
C12309,59,Female
C12310,63,Male
C12311,69,Male
C12312,62,Female
C12313,49,Male
C12314,67,Male
C12315,69,Male
C12316,43,Female
C12317,60,Male
C12318,31,Male
C12319,57,Male
C12320,62,Male
C12321,60,Male
C12322,68,Male
C12323,69,Male
C12324,67,Male
C12325,32,Male
C12326,68,Male
C12327,68,Male
C12328,18,Male
C12329,65,Male
C12330,57,Male
C12331,51,Male
C12332,62,Other
C12333,54,Male
C12334,66,Male
C12335,47,Male
C12336,63,Male
C12337,69,Male
C12338,69,Male
C12339,69,Male
C12340,69,Male
C12341,66,Male
C12342,51,Male
C12343,68,Other
C12344,57,Male
C12345,67,Male
C12346,51,Male
C12347,61,Male
C12348,65,Male
C12349,62,Male
C12350,69,Male
C12351,69,Male
C12352,63,Other
C12353,39,Male
C12354,64,Other
C12355,68,Male
C12356,62,Other
C12357,67,Male
C12358,36,Other
C12359,43,Female
C12360,63,Male
C12361,59,Male
C12362,66,Other
C12363,63,Male
C12364,59,Male
C12365,46,Male
C12366,60,Male
C12367,68,Other
C12368,64,Male
C12369,64,Male
C12370,26,Male
C12371,63,Other
C12372,63,Male
C12373,46,Male
C12374,47,Male
C12375,59,Other
C12376,66,Male
C12377,69,Male
C12378,58,Male
C12379,59,Male
C12380,66,Male
C12381,48,Male
C12382,66,Male
C12383,39,Female
C12384,38,Male
C12385,48,Male
C12386,60,Male
C12387,57,Female
C12389,51,Male
C12390,69,Male
C12391,39,Male
C12392,63,Male
C12393,55,Female
C12394,51,Male
C12395,51,Male
C12396,68,Male
C12397,61,Male
C12398,52,Male
C12399,66,Male
C12400,58,Male
C12401,69,Male
C12402,59,Male
C12403,61,Other
C12404,66,Male
C12405,34,Female
C12406,32,Male
C12407,64,Female
C12408,68,Other
C12409,55,Male
C12410,54,Male
C12411,54,Male
C12412,50,Male
C12413,55,Male
C12414,67,Male
C12415,67,Other
C12416,66,Male
C12417,58,Male
C12418,54,Male
C12419,66,Male
C12420,32,Female
C12421,64,Male
C12422,69,Male
C12423,59,Male
C12424,51,Male
C12425,31,Male
C12426,65,Male
C12427,67,Other
C12428,64,Other
C12429,66,Male
C12430,43,Other
C12431,47,Male
C12432,65,Other
C12433,60,Male
C12434,69,Male
C12435,58,Male
C12436,61,Male
C12437,67,Female
C12438,67,Other
C12439,48,Male
C12440,53,Other
C12441,63,Male
C12442,68,Male
C12443,43,Male
C12444,67,Male
C12445,61,Other
C12446,65,Male
C12447,60,Male
C12448,68,Male
C12449,61,Male
C12450,67,Female
C12451,51,Male
C12452,58,Female
C12453,28,Male
C12454,30,Other
C12455,57,Male
C12456,61,Male
C12457,41,Female
C12458,59,Female
C12459,58,Male
C12460,55,Male
C12461,61,Male
C12462,69,Male
C12463,47,Male
C12464,24,Female
C12465,42,Male
C12466,65,Other
C12467,65,Male
C12468,44,Male
C12469,67,Male
C12470,69,Male
C12471,55,Male
C12472,52,Male
C12473,58,Male
C12474,66,Other
C12475,68,Other
C12476,68,Other
C12477,63,Other
C12478,45,Male
C12479,67,Male
C12480,50,Male
C12481,64,Male
C12482,62,Male
C12483,45,Other
C12484,50,Male
C12485,67,Male
C12486,54,Other
C12487,58,Male
C12488,61,Male
C12489,59,Male
C12490,56,Male
C12491,62,Male
C12492,54,Male
C12493,60,Male
C12494,62,Male
C12495,58,Male
C12496,68,Male
C12497,38,Male
C12498,42,Female
C12499,66,Male
C12500,53,Other
C12501,61,Male
C12502,64,Male
C12503,55,Male
C12504,52,Male
C12505,49,Male
C12506,68,Other
C12507,58,Male
C12508,51,Male
C12509,24,Male
C12510,34,Male
C12511,69,Male
C12512,41,Other
C12513,65,Male
C12514,64,Male
C12515,65,Male
C12516,58,Female
C12517,52,Male
C12518,47,Male
C12519,58,Female
C12520,67,Male
C12521,67,Other
C12522,39,Female
C12523,63,Male
C12524,55,Other
C12525,64,Male
C12526,66,Male
C12527,48,Male
C12528,63,Male
C12529,54,Male
C12530,65,Male
C12531,67,Male
C12532,64,Male
C12533,53,Female
C12534,58,Male
C12535,49,Female
C12536,67,Male
C12537,69,Male
C12538,67,Male
C12539,55,Male
C12540,65,Male
C12541,59,Male
C12542,60,Male
C12543,57,Male
C12544,57,Male
C12545,64,Female
C12546,59,Other
C12547,49,Male
C12548,60,Male
C12549,58,Female
C12550,56,Male
C12551,58,Male
C12552,58,Male
C12553,63,Male
C12554,61,Female
C12555,61,Male
C12556,63,Male
C12557,63,Male
C12558,50,Male
C12559,41,Other
C12560,41,Male
C12561,69,Other
C12562,62,Male
C12563,65,Male
C12564,62,Male
C12565,66,Male
C12566,69,Male
C12567,67,Other
C12568,67,Male
C12569,68,Female
C12570,65,Other
C12571,52,Male
C12572,27,Male
C12573,67,Male
C12574,42,Male
C12575,65,Other
C12576,61,Male
C12577,60,Male
C12578,52,Male
C12579,41,Female
C12580,64,Other
C12581,67,Male
C12582,68,Male
C12583,68,Male
C12584,57,Male
C12585,48,Male
C12586,67,Male
C12587,61,Male
C12588,60,Female
C12589,61,Female
C12590,65,Other
C12591,65,Other
C12592,58,Female
C12593,66,Male
C12594,65,Male
C12595,22,Male
C12596,31,Male
C12597,68,Other
C12598,48,Male
C12599,63,Male
C12600,64,Other
C12601,60,Male
C12602,61,Male
C12603,56,Male
C12604,62,Male
C12605,67,Other
C12606,67,Male
C12607,54,Female
C12608,51,Male
C12609,56,Male
C12610,50,Other
C12611,26,Female
C12612,69,Male
C12613,55,Other
C12614,55,Male
C12615,67,Female
C12616,56,Male
C12617,63,Female
C12618,60,Male
C12619,52,Male
C12620,59,Male
C12621,65,Male
C12622,25,Male
C12623,61,Male
C12624,66,Male
C12625,64,Male
C12626,57,Other
C12627,44,Male
C12628,69,Male
C12629,20,Male
C12630,50,Male
C12631,66,Other
C12632,64,Female
C12633,68,Other
C12634,53,Other
C12635,65,Male
C12636,66,Male
C12637,68,Male
C12638,57,Female
C12639,36,Male
C12640,55,Male
C12641,56,Male
C12642,44,Other
C12643,50,Male
C12644,57,Male
C12645,67,Male
C12646,66,Male
C12647,69,Other
C12648,48,Male
C12649,64,Male
C12650,63,Male
C12651,64,Male
C12652,51,Male
C12653,62,Male
C12654,46,Other
C12655,58,Other
C12656,67,Male
C12657,69,Male
C12658,57,Male
C12659,63,Male
C12660,67,Male
C12661,58,Male
C12662,54,Male
C12663,64,Female
C12664,57,Male
C12665,68,Male
C12666,67,Male
C12667,59,Male
C12668,65,Male
C12669,55,Male
C12670,63,Male
C12671,69,Male
C12672,53,Male
C12673,44,Male
C12674,68,Male
C12675,63,Other
C12677,69,Male
C12678,50,Male
C12679,68,Male
C12680,62,Male
C12681,64,Male
C12682,69,Male
C12683,66,Male
C12684,48,Male
C12685,51,Other
C12686,69,Male
C12687,53,Male
C12688,67,Male
C12689,66,Other
C12690,62,Male
C12691,66,Female
C12692,66,Other
C12693,60,Male
C12694,68,Male
C12695,46,Female
C12696,69,Male
C12697,50,Male
C12698,49,Female
C12699,68,Male
C12700,55,Male
C12701,61,Male
C12702,64,Other
C12703,48,Male
C12704,68,Other
C12705,65,Male
C12706,26,Male
C12707,67,Male
C12708,63,Male
C12709,58,Male
C12710,68,Male
C12711,66,Other
C12712,67,Male
C12713,63,Other
C12714,46,Male
C12715,60,Female
C12716,54,Female
C12717,66,Male
C12718,68,Male
C12719,56,Male
C12720,66,Male
C12721,60,Male
C12722,57,Other
C12723,65,Other
C12724,60,Male
C12725,65,Male
C12726,41,Male
C12727,56,Male
C12728,69,Male
C12729,63,Male
C12730,68,Male
C12731,50,Male
C12732,62,Male
C12733,61,Male
C12734,66,Male
C12735,68,Other
C12736,48,Male
C12737,69,Male
C12738,69,Male
C12739,67,Male
C12740,63,Male
C12741,54,Male
C12742,56,Male
C12743,61,Male
C12744,60,Male
C12745,63,Other
C12746,54,Male
C12747,64,Male
C12748,51,Male
C12749,54,Male
C12750,59,Male
C12751,57,Male
C12752,65,Male
C12753,39,Male
C12754,55,Male
C12755,53,Male
C12756,56,Male
C12757,59,Male
C12758,69,Male
C12759,48,Male
C12760,20,Female
C12761,63,Male
C12762,64,Male
C12763,59,Male
C12764,62,Male
C12765,69,Male
C12766,65,Male
C12767,51,Female
C12768,64,Male
C12769,53,Male
C12770,37,Female
C12771,42,Male
C12772,55,Male
C12773,62,Male
C12774,68,Other
C12775,67,Other
C12776,69,Female
C12777,62,Male
C12778,66,Male
C12779,65,Male
C12780,63,Male
C12781,39,Female
C12782,57,Male
C12783,52,Male
C12784,66,Male
C12785,66,Male
C12786,67,Male
C12787,64,Male
C12788,59,Male
C12789,62,Female
C12790,60,Male
C12791,56,Male
C12792,69,Male
C12793,62,Male
C12794,69,Male
C12795,64,Male
C12796,61,Male
C12797,47,Female
C12798,62,Female
C12799,62,Male
C12800,62,Other
C12801,53,Other
C12802,51,Male
C12803,63,Male
C12804,61,Male
C12805,65,Female
C12806,66,Other
C12807,62,Male
C12808,61,Male
C12809,59,Male
C12810,66,Male
C12811,69,Female
C12812,69,Male
C12813,49,Male
C12814,62,Male
C12815,35,Male
C12816,64,Male
C12817,69,Male
C12818,54,Male
C12819,47,Male
C12820,23,Male
C12821,35,Male
C12822,59,Other
C12823,53,Other
C12824,53,Male
C12825,65,Other
C12826,47,Male
C12827,60,Male
C12828,64,Other
C12829,68,Male
C12830,61,Male
C12831,55,Male
C12832,68,Male
C12833,59,Male
C12834,68,Male
C12835,64,Male
C12836,68,Male
C12837,55,Other
C12838,65,Male
C12839,25,Other
C12840,54,Male
C12841,62,Male
C12842,61,Female
C12843,66,Female
C12844,65,Other
C12845,64,Other
C12846,66,Male
C12847,69,Male
C12848,63,Female
C12849,56,Male
C12850,63,Other
C12851,54,Female
C12852,49,Male
C12853,65,Male
C12854,51,Male
C12855,66,Other
C12856,58,Male
C12857,69,Other
C12858,48,Male
C12859,68,Female
C12860,64,Male
C12861,63,Other
C12862,68,Male
C12863,63,Male
C12865,67,Male
C12866,68,Other
C12867,55,Male
C12868,53,Male
C12869,66,Male
C12870,67,Male
C12871,62,Other
C12872,67,Male
C12873,64,Male
C12874,37,Female
C12875,64,Male
C12876,57,Male
C12877,66,Male
C12878,61,Male
C12879,60,Male
C12880,40,Male
C12881,69,Male
C12882,66,Male
C12883,59,Other
C12884,29,Female
C12885,22,Female
C12886,68,Male
C12887,61,Male
C12888,57,Male
C12889,39,Female
C12890,64,Male
C12891,46,Male
C12892,68,Male
C12893,64,Male
C12894,57,Other
C12895,66,Male
C12896,69,Other
C12897,63,Other
C12898,63,Male
C12899,62,Female
C12900,59,Other
C12901,67,Other
C12902,68,Male
C12903,46,Male
C12904,64,Male
C12905,25,Male
C12906,64,Male
C12907,40,Female
C12908,55,Male
C12909,68,Other
C12910,66,Male
C12911,61,Male
C12912,64,Male
C12913,67,Female
C12914,69,Male
C12915,59,Male
C12916,62,Male
C12917,60,Other
C12918,66,Male
C12919,65,Male
C12920,46,Other
C12921,67,Male
C12922,64,Other
C12923,65,Male
C12924,66,Male
C12925,64,Male
C12926,52,Male
C12927,32,Male
C12928,69,Male
C12930,62,Other
C12931,32,Male
C12932,43,Female
C12933,69,Male
C12934,49,Male
C12935,53,Male
C12936,68,Male
C12937,64,Female
C12938,61,Other
C12939,62,Male
C12940,55,Other
C12941,59,Male
C12942,59,Male
C12943,63,Other
C12944,55,Male
C12945,61,Male
C12946,64,Male
C12947,54,Male
C12948,51,Male
C12949,58,Other
C12950,60,Male
C12951,49,Male
C12952,60,Male
C12953,63,Male
C12954,28,Female
C12955,29,Female
C12956,51,Male
C12957,68,Female
C12958,63,Male
C12959,60,Male
C12960,64,Female
C12961,58,Male
C12962,69,Male
C12963,65,Male
C12964,68,Other
C12965,65,Male
C12966,59,Other
C12967,43,Male
C12968,63,Male
C12969,63,Male
C12970,45,Male
C12971,53,Male
C12972,66,Male
C12973,48,Female
C12974,41,Male
C12975,66,Male
C12976,47,Other
C12977,60,Other
C12978,62,Male
C12979,67,Other
C12980,62,Female
C12981,61,Male
C12982,60,Female
C12983,65,Male
C12984,68,Male
C12985,58,Male
C12986,41,Female
C12987,67,Male
C12988,65,Male
C12989,68,Male
C12990,62,Other
C12991,34,Male
C12992,53,Male
C12993,69,Other
C12994,57,Male
C12995,59,Other
C12996,65,Male
C12997,67,Male
C12998,62,Male
C12999,48,Male
C13001,56,Male
C13002,36,Female
C13003,55,Male
C13004,68,Male
C13005,64,Male
C13006,54,Male
C13007,59,Male
C13008,59,Male
C13009,68,Other
C13010,69,Male
C13011,47,Male
C13012,54,Other
C13013,69,Male
C13015,60,Other
C13016,54,Male
C13017,43,Male
C13018,48,Male
C13019,50,Male
C13020,52,Male
C13021,65,Male
C13022,66,Male
C13023,52,Male
C13024,65,Female
C13025,63,Male
C13026,48,Male
C13027,59,Male
C13028,49,Male
C13029,64,Other
C13030,65,Male
C13031,51,Male
C13032,56,Other
C13033,63,Female
C13034,63,Other
C13036,63,Other
C13037,66,Other
C13038,68,Male
C13039,67,Male
C13040,60,Female
C13041,53,Male
C13042,41,Male
C13043,25,Male
C13044,63,Male
C13045,40,Other
C13046,67,Male
C13047,20,Female
C13048,35,Other
C13049,65,Male
C13050,40,Male
C13051,66,Other
C13052,69,Male
C13053,66,Other
C13054,54,Male
C13055,67,Male
C13056,66,Male
C13057,37,Male
C13058,51,Male
C13059,65,Female
C13060,58,Male
C13061,61,Male
C13062,62,Male
C13063,37,Male
C13064,62,Other
C13065,60,Male
C13066,69,Male
C13067,67,Female
C13068,46,Male
C13069,50,Male
C13070,65,Male
C13071,66,Male
C13072,64,Male
C13073,61,Other
C13074,42,Male
C13075,55,Female
C13076,68,Other
C13078,61,Male
C13079,67,Male
C13080,48,Male
C13081,68,Male
C13082,52,Male
C13083,56,Male
C13084,52,Male
C13085,59,Other
C13086,65,Male
C13087,48,Male
C13088,62,Male
C13089,67,Male
C13090,53,Male
C13091,36,Male
C13092,68,Other
C13093,64,Male
C13094,46,Other
C13095,64,Male
C13096,44,Male
C13097,65,Male
C13098,69,Male
C13099,63,Male
C13100,47,Male
C13101,21,Female
C13102,66,Other
C13103,65,Male
C13104,57,Male
C13105,58,Other
C13106,43,Female
C13107,52,Male
C13108,58,Female
C13109,69,Other
C13110,65,Other
C13111,68,Male
C13112,54,Male
C13113,55,Male
C13114,61,Male
C13115,51,Male
C13116,65,Male
C13117,57,Male
C13118,64,Male
C13119,35,Female
C13120,51,Male
C13121,58,Female
C13122,66,Male
C13123,68,Male
C13124,56,Male
C13125,53,Male
C13126,61,Male
C13127,60,Male
C13128,22,Female
C13129,65,Male
C13130,54,Male
C13131,58,Other
C13132,48,Male
C13133,40,Male
C13134,68,Male
C13135,29,Female
C13136,67,Male
C13137,61,Male
C13138,63,Other
